Name,Platform,Year_of_Release,Genre,Publisher,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,ID
New Play Control! Mario Power Tennis,Nintendo Wii,2009.0,Sports,Nintendo,,,,,,,1308
Mario Superstar Baseball,GC,2005.0,Sports,Nintendo,76.0,38.0,8.6,41.0,Namco,E,1309
Wall-E,Nintendo DS,2008.0,Platform,THQ,54.0,15.0,,,Helixe,E,1310
WCW vs the World,PS,1998.0,Fighting,THQ,,,,,,,1311
Battlefield: Bad Company,Xbox360,2008.0,Shooter,Electronic Arts,83.0,70.0,7.7,263.0,EA DICE,T,1312
Homefront,Xbox360,2011.0,Shooter,THQ,70.0,85.0,6.0,399.0,Kaos Studios,M,1313
Onimusha 3: Demon Siege,PS2,2004.0,Action,Capcom,85.0,53.0,8.6,73.0,Capcom,M,1314
Madden NFL 15,Sony PS3,2014.0,Sports,Electronic Arts,,,2.7,13.0,EA Sports,E,1315
Red Dead Revolver,PS2,2004.0,Shooter,Take-Two Interactive,73.0,42.0,7.8,70.0,Rockstar San Diego,M,1316
Resident Evil: Outbreak,PS2,2003.0,Action,Capcom,71.0,40.0,8.3,94.0,Capcom,M,1317
Tamagotchi,GB,1996.0,Simulation,Namco Bandai Games,,,,,,,1318
4 Nin uchi Mahjong,NES,1984.0,Misc,Nintendo,,,,,,,1319
Dragon Ball Z,SNES,1993.0,Fighting,Namco Bandai Games,,,,,,,1320
Game de Hakken!! Tamagotchi 2,GB,1997.0,Simulation,Namco Bandai Games,,,,,,,1321
Namco Museum 64,N64,1999.0,Misc,Namco Bandai Games,,,,,,,1322
Mass Effect 2,Sony PS3,2011.0,Role-Playing,Electronic Arts,94.0,62.0,8.5,1081.0,BioWare,M,1323
LEGO Battles: Ninjago,Nintendo DS,2011.0,Strategy,Warner Bros. Interactive Entertainment,59.0,14.0,6.9,11.0,Hellbent Games,E,1324
Tony Hawk's American Wasteland (Weekly american sales),PS2,2005.0,Sports,Activision,,,,,,,1325
NBA 2K14,Sony PS4,2013.0,Sports,Take-Two Interactive,85.0,20.0,6.5,368.0,Visual Concepts,E,1326
The House of the Dead 2 & 3 Return,Nintendo Wii,2008.0,Shooter,Sega,,,,,,,1327
SingStar Pop,PS2,2007.0,Misc,Sony Computer Entertainment,73.0,13.0,7.5,8.0,SCEE London Studio,E10+,1328
Kirby Super Star,SNES,1996.0,Platform,Nintendo,,,,,,,1329
Sonic & Sega All-Stars Racing,Nintendo Wii,2010.0,Racing,Sega,,,,,,,1330
Disney Infinity,Xbox360,2013.0,Action,Disney Interactive Studios,74.0,38.0,6.5,79.0,Avalanche Software,E10+,1331
My Word Coach,Nintendo DS,2007.0,Misc,Ubisoft,71.0,7.0,6.8,5.0,Ubisoft,E,1332
Tiger Woods PGA Tour 2005,PS2,2004.0,Sports,Electronic Arts,88.0,30.0,8.2,20.0,EA Sports,E,1333
NCAA Football 2003,PS2,2002.0,Sports,Electronic Arts,91.0,19.0,8.6,27.0,EA Sports,E,1334
Star Wars: The Force Unleashed II,Xbox360,2010.0,Action,LucasArts,61.0,59.0,5.7,180.0,LucasArts,T,1335
Frogger 2: Swampy's Revenge,PS,1999.0,Action,Hasbro Interactive,77.0,4.0,7.9,8.0,Blitz Games,E,1336
WWE SmackDown vs Raw 2008,Xbox360,2007.0,Fighting,THQ,71.0,41.0,6.8,48.0,Yuke's,T,1337
Kinect Joy Ride,Xbox360,2010.0,Racing,Microsoft Game Studios,52.0,46.0,5.0,20.0,BigPark,E,1338
Smarty Pants,Nintendo Wii,2007.0,Misc,Electronic Arts,65.0,26.0,7.6,10.0,Planet Moon Studios,E,1339
SNK vs. Capcom: The Match of the Millennium,Sony PSP,2006.0,Fighting,Sega,,,,,,,1340
Disney's DuckTales,GB,1988.0,Platform,Capcom,,,,,,,1341
Disney Princess: Magical Jewels,Nintendo DS,2007.0,Adventure,Disney Interactive Studios,,,,,1st Playable Productions,E,1342
Classic NES Series: Super Mario Bros.,GBA,2004.0,Platform,Nintendo,84.0,14.0,8.6,44.0,Nintendo,E,1343
Triple Play 2000,PS,1999.0,Sports,Electronic Arts,,,,,,,1344
Anno 2070,PC,2011.0,Strategy,Ubisoft,83.0,33.0,7.0,493.0,"Blue Byte, Related Designs",T,1345
Hasbro Family Game Night,Nintendo Wii,2008.0,Puzzle,Electronic Arts,63.0,12.0,7.5,11.0,EA Bright Light,E,1346
Sonic Rivals,Sony PSP,2006.0,Racing,Sega,64.0,25.0,7.8,38.0,Backbone Entertainment,E,1347
BioShock,Sony PS3,2008.0,Shooter,Take-Two Interactive,94.0,51.0,8.7,881.0,"Digital Extremes, 2K Marin",M,1348
Mass Effect 3,Sony PS3,2012.0,Role-Playing,Electronic Arts,93.0,30.0,5.5,1849.0,BioWare,M,1349
Cabela's Big Game Hunter,PS2,2002.0,Sports,Activision,59.0,7.0,7.8,12.0,Sand Grain Studios,T,1350
NBA Live 06 (Weekly american sales),PS2,2005.0,Sports,Electronic Arts,,,,,,,1351
SimCity (2013),PC,2013.0,Simulation,Electronic Arts,64.0,75.0,2.2,4572.0,Maxis,E10+,1352
The Legend of Zelda: The Minish Cap,GBA,2004.0,Action,Nintendo,89.0,56.0,9.0,203.0,Flagship,E,1353
NFL Street,PS2,2004.0,Sports,Electronic Arts,80.0,36.0,8.9,45.0,EA Tiburon,E,1354
Super Metroid,SNES,1994.0,Action,Nintendo,,,,,,,1355
Pro Yakyuu Family Stadium '87,NES,1987.0,Sports,Namco Bandai Games,,,,,,,1356
Dead Space 2,Sony PS3,2011.0,Shooter,Electronic Arts,89.0,78.0,8.4,535.0,Visceral Games,M,1357
Tiger Woods PGA Tour 09 All-Play,Nintendo Wii,2008.0,Sports,Electronic Arts,81.0,18.0,8.7,34.0,EA Tiburon,E,1358
Metal Gear Rising: Revengeance,Sony PS3,2013.0,Action,Konami Digital Entertainment,80.0,61.0,7.9,746.0,PlatinumGames,M,1359
Resident Evil (Remake),GC,2002.0,Action,Capcom,,,,,,,1360
Rayman Raving Rabbids,Nintendo Wii,2006.0,Misc,Ubisoft,76.0,54.0,7.9,116.0,Ubisoft Montpellier,E,1361
Dragon Quest Monsters: Joker 2,Nintendo DS,2010.0,Role-Playing,Square Enix,77.0,33.0,7.3,15.0,TOSE,E,1362
UFC Undisputed 2010,Sony PS3,2010.0,Fighting,THQ,85.0,54.0,7.2,48.0,Yuke's,T,1363
LEGO Star Wars: The Video Game,GC,2005.0,Action,Eidos Interactive,,,,,,,1364
Medal of Honor: Warfighter,Sony PS3,2012.0,Action,Electronic Arts,55.0,22.0,6.0,250.0,Danger Close,M,1365
Disney's The Lion King,GEN,1994.0,Platform,Virgin Interactive,,,,,,,1366
Sonic's Ultimate Genesis Collection,Xbox360,2009.0,Misc,Sega,79.0,45.0,8.5,40.0,Backbone Entertainment,E10+,1367
Hello Kitty Party,Nintendo DS,2007.0,Misc,Rising Star Games,,,,,Barnstorm Games,E,1368
The Sims 3,Nintendo Wii,2010.0,Simulation,Electronic Arts,,,2.5,31.0,The Sims Studio,T,1369
Knockout Kings 2000,PS,1999.0,Fighting,Electronic Arts,,,,,,,1370
Gran Turismo 4 Prologue,PS2,2003.0,Racing,Sony Computer Entertainment,,,,,,,1371
Diablo III,Xbox360,2013.0,Role-Playing,Activision,87.0,42.0,6.6,384.0,Blizzard Entertainment,M,1372
Twisted Metal: Black,PS2,2001.0,Racing,Sony Computer Entertainment,91.0,15.0,8.4,98.0,Incognito Inc.,M,1373
NASCAR 2005: Chase for the Cup,PS2,2004.0,Racing,Electronic Arts,87.0,19.0,8.4,15.0,EA Tiburon,E,1374
Fight Night Round 4,Xbox360,2009.0,Fighting,Electronic Arts,87.0,76.0,8.1,86.0,EA Canada,T,1375
Spider-Man: The Movie,XB,2002.0,Action,Activision,79.0,29.0,7.5,11.0,Treyarch,E,1376
LEGO Star Wars II: The Original Trilogy,Sony PSP,2006.0,Action,LucasArts,83.0,11.0,8.6,26.0,Traveller's Tales,E10+,1377
Dead Space,Xbox360,2008.0,Action,Electronic Arts,89.0,79.0,8.7,768.0,EA Redwood Shores,M,1378
Need For Speed: Undercover,PS2,2008.0,Racing,Electronic Arts,,,6.5,38.0,Exient Entertainment,T,1379
2Xtreme,PS,1996.0,Sports,Sony Computer Entertainment,,,,,,,1380
LEGO Indiana Jones 2: The Adventure Continues,Nintendo Wii,2009.0,Action,Activision,72.0,13.0,6.1,14.0,Traveller's Tales,E10+,1381
Ridge Racer,Sony PSP,2004.0,Racing,Sony Computer Entertainment,88.0,58.0,8.2,65.0,Namco,E,1382
Sonic Advance 3,GBA,2004.0,Platform,THQ,79.0,30.0,8.4,34.0,Dimps Corporation,E,1383
Final Fantasy III,NES,1990.0,Role-Playing,SquareSoft,,,,,,,1384
Tomb Raider (2013),Sony PS4,2014.0,Action,Square Enix,,,,,,,1385
Colin McRae Rally 3,PS2,2002.0,Racing,Codemasters,86.0,25.0,7.7,24.0,Codemasters,E,1386
Forza Horizon 2,Xbox One,2014.0,Racing,Microsoft Game Studios,86.0,85.0,8.2,977.0,Playground Games,E10+,1387
Madden NFL 2002,PS,2001.0,Sports,Electronic Arts,88.0,9.0,8.0,7.0,EA Sports,E,1388
Inazuma Eleven 2,Nintendo DS,2009.0,Role-Playing,Nintendo,,,,,,,1389
NBA Jam,SNES,1994.0,Sports,Acclaim Entertainment,,,,,,,1390
Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,1991.0,Action,Konami Digital Entertainment,,,,,,,1391
Dynasty Warriors 5,PS2,2005.0,Action,Tecmo Koei,69.0,29.0,8.8,68.0,Omega Force,T,1392
Hannah Montana: Spotlight World Tour,Nintendo Wii,2007.0,Action,Disney Interactive Studios,,,,,,,1393
Injustice: Gods Among Us,Xbox360,2013.0,Fighting,Warner Bros. Interactive Entertainment,81.0,63.0,7.9,362.0,NetherRealm Studios,T,1394
Far Cry 2,Sony PS3,2008.0,Action,Ubisoft,85.0,49.0,6.4,241.0,Ubisoft Montreal,M,1395
Yoshi's New Island,Nintendo 3DS,2014.0,Platform,Nintendo,64.0,71.0,6.1,155.0,Arzest,E,1396
LEGO Batman 2: DC Super Heroes,Nintendo Wii,2012.0,Action,Warner Bros. Interactive Entertainment,,,7.1,12.0,TT Games,E10+,1397
True Crime: Streets of LA,XB,2003.0,Action,Activision,77.0,39.0,7.8,28.0,"Luxoflux, Inc.",M,1398
Toy Story 3: The Video Game,Nintendo Wii,2010.0,Action,Disney Interactive Studios,,,,,,,1399
Bravely Default: Flying Fairy,Nintendo 3DS,2012.0,Role-Playing,Nintendo,,,,,,,1400
Ryse: Son of Rome,Xbox One,2013.0,Action,Microsoft Game Studios,60.0,77.0,6.1,1409.0,Crytek,M,1401
Mortal Kombat X,Xbox One,2015.0,Fighting,Warner Bros. Interactive Entertainment,86.0,21.0,7.3,279.0,"Warner Bros. Interactive Entertainment, NetherRealm Studios",M,1402
Paper Mario,N64,2000.0,Role-Playing,Nintendo,,,,,,,1403
Rise of the Tomb Raider,Xbox One,2015.0,Adventure,Square Enix,86.0,102.0,8.0,1288.0,Crystal Dynamics,M,1404
Duke Nukem: Time to Kill,PS,1998.0,Shooter,Take-Two Interactive,,,,,,,1405
Sonic Generations,Xbox360,2011.0,Platform,Sega,77.0,49.0,8.3,340.0,"Sega, Sonic Team",E,1406
Dave Mirra Freestyle BMX 2,PS2,2001.0,Sports,Acclaim Entertainment,81.0,21.0,8.1,18.0,"Z-Axis, Ltd.",T,1407
Bakugan: Battle Brawlers,Nintendo DS,2009.0,Action,Activision,60.0,6.0,6.7,7.0,Now Production,E,1408
LEGO Indiana Jones: The Original Adventures,PS2,2008.0,Action,LucasArts,77.0,12.0,8.4,16.0,Traveller's Tales,E10+,1409
Deus Ex: Human Revolution,Xbox360,2011.0,Shooter,Square Enix,89.0,70.0,8.3,684.0,Eidos Montreal,M,1410
A Collection of Activision Classic Games for the Atari 2600,PS,1998.0,Misc,Activision,,,,,,,1411
Final Fantasy XII: Revenant Wings,Nintendo DS,2007.0,Role-Playing,Square Enix,81.0,44.0,6.1,60.0,"Square Enix, Think and Feel",E10+,1412
Call of Duty: Black Ops,Nintendo Wii,2010.0,Shooter,Activision,80.0,25.0,5.8,87.0,Treyarch,M,1413
Deus Ex: Human Revolution,Sony PS3,2011.0,Shooter,Square Enix,89.0,50.0,8.2,682.0,Eidos Montreal,M,1414
Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004.0,Role-Playing,Activision,86.0,67.0,8.6,140.0,Obsidian Entertainment,T,1415
Pocket Monsters Stadium,N64,1998.0,Strategy,Nintendo,,,,,,,1416
The Sims 2,Sony PSP,2005.0,Simulation,Electronic Arts,65.0,17.0,6.9,32.0,Maxis,T,1417
Dead Rising 2,Sony PS3,2010.0,Action,Capcom,80.0,54.0,6.7,178.0,Blue Castle Games,M,1418
Ridge Racer 7,Sony PS3,2006.0,Racing,Namco Bandai Games,78.0,45.0,7.1,52.0,Namco Bandai Games,E,1419
Tom Clancy's Ghost Recon 2,XB,2004.0,Shooter,Ubisoft,80.0,53.0,8.9,58.0,Red Storm Entertainment,T,1420
Need for Speed: The Run,Xbox360,2011.0,Action,Electronic Arts,68.0,65.0,6.0,160.0,Black Box,T,1421
Crash Bandicoot 2: N-Tranced,GBA,2003.0,Platform,Vivendi Games,75.0,21.0,7.8,30.0,Vicarious Visions,E,1422
Titanfall,Xbox360,2014.0,Shooter,Electronic Arts,83.0,21.0,5.9,371.0,Bluepoint Games,M,1423
SingStar Abba,PS2,2008.0,Misc,Sony Computer Entertainment,64.0,11.0,,,SCEE London Studio,T,1424
Gradius,NES,1986.0,Shooter,Konami Digital Entertainment,,,,,,,1425
Dragon Quest III: Soshite Densetsu e...,SNES,1996.0,Role-Playing,Enix Corporation,,,,,,,1426
Centipede,Atari 2600,1981.0,Shooter,Atari,,,,,,,1427
Dead to Rights,PS2,2002.0,Shooter,Electronic Arts,73.0,20.0,8.9,36.0,Namco,M,1428
WWE '13,Sony PS3,2012.0,Action,THQ,76.0,24.0,8.1,99.0,THQ,T,1429
Dance Dance Revolution (Japan),PS,1999.0,Simulation,Konami Digital Entertainment,,,,,,,1430
Hasbro Family Game Night 2,Nintendo Wii,2009.0,Misc,Electronic Arts,63.0,16.0,6.3,6.0,Electronic Arts,E,1431
Madden NFL 98,PS,1997.0,Sports,Electronic Arts,,,,,,,1432
Gardening Mama,Nintendo DS,2009.0,Puzzle,505 Games,60.0,17.0,9.3,4.0,Taito Corporation,E,1433
Burnout Paradise,Xbox360,2008.0,Racing,Electronic Arts,88.0,68.0,6.9,279.0,Criterion Games,E10+,1434
Middle-Earth: Shadow of Mordor,Xbox One,2014.0,Action,Warner Bros. Interactive Entertainment,87.0,12.0,8.0,585.0,Monolith Productions,M,1435
MotorStorm: Pacific Rift,Sony PS3,2008.0,Racing,Sony Computer Entertainment,82.0,63.0,8.0,318.0,Evolution Studios,T,1436
Samurai Warriors,PS2,2004.0,Action,Electronic Arts,73.0,37.0,8.7,23.0,Omega Force,T,1437
Battlefield 4,PC,2013.0,Shooter,Electronic Arts,81.0,52.0,6.0,3517.0,EA DICE,M,1438
The Simpsons: Hit & Run,XB,2003.0,Racing,Vivendi Games,,,,,,,1439
Gears of War 4,Xbox One,2016.0,Shooter,Microsoft Game Studios,84.0,96.0,6.2,815.0,The Coalition,M,1440
SaGa Frontier,PS,1997.0,Role-Playing,SquareSoft,,,,,,,1441
SingStar Party,PS2,2004.0,Misc,Sony Computer Entertainment,,,,,,,1442
FIFA Soccer 08,Sony PSP,2007.0,Sports,Electronic Arts,79.0,7.0,7.4,15.0,EA Canada,E,1443
FIFA Soccer 09,Sony PSP,2008.0,Sports,Electronic Arts,84.0,8.0,8.9,21.0,EA Canada,E,1444
Disney Princess: Enchanted Journey,Nintendo Wii,2007.0,Adventure,Disney Interactive Studios,,,4.3,4.0,Papaya Studios,E,1445
FIFA Soccer 08,Xbox360,2007.0,Sports,Electronic Arts,82.0,43.0,7.9,57.0,EA Canada,E,1446
Test Drive,PS2,2002.0,Racing,Atari,73.0,19.0,7.4,23.0,Pitbull Syndicate,T,1447
Devil May Cry 4,Xbox360,2008.0,Action,Capcom,84.0,61.0,8.0,248.0,Capcom,M,1448
Tom Clancy's Rainbow Six: Vegas 2,Sony PS3,2008.0,Shooter,Ubisoft,81.0,32.0,7.9,93.0,Ubisoft Montreal,M,1449
Metroid: Other M,Nintendo Wii,2010.0,Action,Nintendo,79.0,71.0,6.5,482.0,Team Ninja,T,1450
Crysis 2,Xbox360,2011.0,Action,Electronic Arts,84.0,72.0,7.5,533.0,Crytek,M,1451
Chrono Trigger,Nintendo DS,2008.0,Role-Playing,Square Enix,92.0,57.0,8.9,440.0,TOSE,E10+,1452
Marvel vs. Capcom 3: Fate of Two Worlds,Sony PS3,2011.0,Fighting,Capcom,84.0,56.0,7.3,147.0,Capcom,T,1453
Mortal Kombat 3,GEN,1994.0,Fighting,Acclaim Entertainment,,,,,,,1454
Doom 3,XB,2005.0,Shooter,Activision,88.0,71.0,7.4,116.0,Vicarious Visions,M,1455
Tom Clancy's Rainbow Six: Siege,Xbox One,2015.0,Shooter,Ubisoft,74.0,24.0,6.9,252.0,Ubisoft Montreal,M,1456
F1 2010,Sony PS3,2010.0,Racing,Codemasters,84.0,46.0,7.8,83.0,Codemasters Birmingham,E,1457
Monster Hunter Freedom,Sony PSP,2005.0,Role-Playing,Capcom,71.0,34.0,8.6,78.0,Capcom,T,1458
Donkey Kong Jungle Beat,GC,2004.0,Platform,Nintendo,80.0,49.0,8.3,30.0,Nintendo,E10+,1459
Need for Speed Carbon,PS2,2006.0,Racing,Electronic Arts,74.0,26.0,8.4,60.0,EA Canada,E10+,1460
Lost Planet: Extreme Condition,Xbox360,2006.0,Shooter,Capcom,79.0,76.0,7.1,187.0,Capcom,T,1461
Command & Conquer: Red Alert 2,PC,2000.0,Strategy,Electronic Arts,,,,,,,1462
NBA 2K15,Sony PS3,2014.0,Sports,Take-Two Interactive,,,3.5,22.0,Visual Concepts,E,1463
Max Payne 2: The Fall of Max Payne,PS2,2003.0,Shooter,Take-Two Interactive,73.0,27.0,8.2,63.0,Rockstar Vienna,M,1464
Battlefield: Bad Company,Sony PS3,2008.0,Shooter,Electronic Arts,84.0,50.0,8.1,203.0,EA DICE,T,1465
MVP Baseball 2004,PS2,2004.0,Sports,Electronic Arts,90.0,28.0,8.6,51.0,EA Sports,E,1466
Yokai Watch 3,Nintendo 3DS,2016.0,Action,Level 5,,,,,,,1467
Ratchet & Clank: Up Your Arsenal (Weekly american sales),PS2,2004.0,Platform,Sony Computer Entertainment,,,,,,,1468
Alan Wake,Xbox360,2010.0,Action,Microsoft Game Studios,83.0,100.0,8.1,1156.0,Remedy Entertainment,T,1469
Spider-Man: The Movie,GBA,2002.0,Action,Activision,,,,,,,1470
WWF War Zone,N64,1998.0,Fighting,Acclaim Entertainment,,,,,,,1471
Tony Hawk's Pro Skater,GB,2000.0,Sports,Activision,,,,,,,1472
The Sims: Bustin' Out,GBA,2003.0,Simulation,Electronic Arts,,,,,,,1473
Triple Play 2001,PS,2000.0,Sports,Electronic Arts,,,,,,,1474
Metroid Prime 2: Echoes,GC,2004.0,Shooter,Nintendo,92.0,60.0,8.8,279.0,Retro Studios,T,1475
The Elder Scrolls V: Skyrim,Sony PS4,2016.0,Role-Playing,Bethesda Softworks,,,,,,,1476
Corvette,PS2,2004.0,Racing,TDK Mediactive,57.0,15.0,6.5,21.0,Steel Monkeys,E,1477
WWE SmackDown vs Raw 2008,Sony PS3,2007.0,Fighting,THQ,74.0,27.0,7.3,41.0,Yuke's,T,1478
Skylanders SWAP Force,Xbox360,2013.0,Platform,Activision,83.0,37.0,5.7,45.0,Vicarious Visions,E10+,1479
Grand Theft Auto: Chinatown Wars,Nintendo DS,2009.0,Action,Take-Two Interactive,93.0,85.0,8.3,280.0,Rockstar Leeds,M,1480
UFC Undisputed 2010,Xbox360,2010.0,Fighting,THQ,84.0,70.0,6.7,80.0,Yuke's,T,1481
World of Warcraft: Wrath of the Lich King,PC,2008.0,Role-Playing,Activision,91.0,47.0,7.5,930.0,Blizzard Entertainment,T,1482
Gyromite,NES,1985.0,Puzzle,Nintendo,,,,,,,1483
TOCA 2: Touring Cars,PS,1998.0,Racing,Codemasters,,,,,,,1484
NFL 2K3,PS2,2002.0,Sports,Atari,93.0,20.0,7.4,25.0,Visual Concepts,E,1485
Assassin's Creed III: Liberation,Sony PS Vita,2012.0,Action,Ubisoft,70.0,71.0,7.2,318.0,Ubisoft,M,1486
Fighting Force,PS,1997.0,Fighting,Eidos Interactive,,,,,,,1487
Petz Wild Animals: Dolphinz,Nintendo DS,2007.0,Simulation,Ubisoft,,,,,Magic Pockets,E,1488
Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,2003.0,Role-Playing,Capcom,,,,,,,1489
Your Shape: Fitness Evolved,Xbox360,2010.0,Sports,Ubisoft,73.0,32.0,7.5,25.0,Ubisoft Montreal,E,1490
Need for Speed Underground Rivals,Sony PSP,2005.0,Racing,Electronic Arts,74.0,36.0,8.5,38.0,Team Fusion,E,1491
Madden NFL 97,PS,1996.0,Sports,Electronic Arts,,,,,,,1492
The ICO & Shadow of the Colossus Collection,Sony PS3,2011.0,Adventure,Sony Computer Entertainment,,,,,,,1493
TNN Motor Sports Hardcore 4x4,PS,1996.0,Racing,ASC Games,,,,,,,1494
MAG: Massive Action Game,Sony PS3,2010.0,Shooter,Sony Computer Entertainment,,,,,,,1495
IHRA Drag Racing 2,PS2,2002.0,Racing,Bethesda Softworks,,,7.4,63.0,Bethesda Softworks,E,1496
Rage,Sony PS3,2011.0,Shooter,Bethesda Softworks,81.0,37.0,6.2,353.0,id Software,M,1497
LEGO Harry Potter: Years 1-4,Sony PS3,2010.0,Action,Warner Bros. Interactive Entertainment,79.0,42.0,8.0,52.0,Traveller's Tales,E10+,1498
Madagascar,PS2,2005.0,Platform,Activision,69.0,25.0,7.4,25.0,Toys for Bob,E10+,1499
The Witcher 3: Wild Hunt,Xbox One,2015.0,Role-Playing,Namco Bandai Games,91.0,13.0,9.2,3963.0,CD Projekt Red Studio,M,1500
Rugrats Studio Tour,PS,1999.0,Adventure,THQ,,,,,,,1501
Pitfall II: Lost Caverns,Atari 2600,1983.0,Platform,Activision,,,,,,,1502
Turok: Evolution,PS2,2002.0,Shooter,Acclaim Entertainment,61.0,20.0,7.3,27.0,Acclaim,M,1503
[Prototype],Xbox360,2009.0,Action,Activision,78.0,83.0,7.8,356.0,Radical Entertainment,M,1504
Burnout 3: Takedown,XB,2004.0,Racing,Electronic Arts,94.0,76.0,7.2,139.0,Criterion Games,T,1505
The Beatles: Rock Band,Xbox360,2009.0,Misc,MTV Games,89.0,76.0,8.6,127.0,Harmonix Music Systems,T,1506
Adventure,Atari 2600,,Adventure,Atari,,,,,,,1507
Yu-Gi-Oh! The Sacred Cards,GBA,2002.0,Role-Playing,Konami Digital Entertainment,,,,,,,1508
NBA Live 07,PS2,2006.0,Sports,Electronic Arts,63.0,12.0,6.0,39.0,EA Sports,E,1509
Yoshi's Woolly World,Nintendo Wii U,2015.0,Platform,Nintendo,78.0,83.0,8.5,376.0,Good-Feel,E,1510
Skylanders Giants,Xbox360,2012.0,Action,Activision,80.0,35.0,6.6,38.0,Toys for Bob,E10+,1511
SingStar '80s,PS2,2005.0,Misc,Sony Computer Entertainment,78.0,22.0,8.3,6.0,SCEA,T,1512
Romancing SaGa 3,SNES,1995.0,Role-Playing,SquareSoft,,,,,,,1513
Test Drive 5,PS,1997.0,Racing,Accolade,,,,,,,1514
Tekken 6,Xbox360,2009.0,Fighting,Namco Bandai Games,80.0,59.0,7.0,132.0,"Namco Bandai Games America, Namco Bandai Games",T,1515
Assassin's Creed Syndicate,Xbox One,2015.0,Action,Ubisoft,78.0,22.0,6.1,402.0,Ubisoft Quebec,M,1516
Digimon World,PS,1999.0,Role-Playing,Namco Bandai Games,,,,,,,1517
Far Cry 4,Sony PS3,2014.0,Shooter,Ubisoft,,,7.3,113.0,Ubisoft Montreal,M,1518
Pokemon Ranger: Guardian Signs,Nintendo DS,2010.0,Role-Playing,Nintendo,68.0,25.0,8.2,25.0,Creatures Inc.,E,1519
LEGO Batman: The Videogame,Sony PS3,2008.0,Action,Warner Bros. Interactive Entertainment,75.0,24.0,7.7,33.0,Traveller's Tales,E10+,1520
Mega Man Battle Network 3 Blue / White Version,GBA,2002.0,Role-Playing,Capcom,,,,,,,1521
Resident Evil Zero,GC,2002.0,Action,Capcom,,,,,,,1522
High School Musical 3: Senior Year DANCE!,Nintendo Wii,2008.0,Misc,Disney Interactive Studios,,,,,,,1523
Crysis 2,Sony PS3,2011.0,Action,Electronic Arts,85.0,54.0,7.2,406.0,Crytek,M,1524
Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2003.0,Platform,TDK Mediactive,49.0,10.0,6.2,5.0,Pocket Studios,E,1525
Mario & Luigi: Partners in Time,Nintendo DS,2005.0,Role-Playing,Nintendo,,,,,,,1526
Namco Museum DS,Nintendo DS,2007.0,Misc,Atari,67.0,19.0,5.9,8.0,M2,E,1527
Deal or No Deal,Nintendo Wii,2009.0,Misc,Zoo Games,56.0,4.0,5.0,5.0,Artefacts Studio,E,1528
Transformers,PS2,2004.0,Shooter,Atari,75.0,51.0,8.6,27.0,Melbourne House,T,1529
Dying Light,Xbox One,2015.0,Action,Warner Bros. Interactive Entertainment,74.0,26.0,7.8,387.0,Techland,M,1530
Fallout 4,PC,2015.0,Role-Playing,Bethesda Softworks,84.0,38.0,5.4,7512.0,Bethesda Game Studios,M,1531
Sonic Colors,Nintendo DS,2010.0,Platform,Sega,79.0,26.0,7.9,66.0,Dimps Corporation,E,1532
Assassin's Creed: Rogue,Sony PS3,2014.0,Action,Ubisoft,72.0,53.0,7.5,292.0,Ubisoft Sofia,M,1533
EA Playground,Nintendo Wii,2007.0,Sports,Electronic Arts,66.0,32.0,7.6,30.0,EA Canada,E,1534
Midnight Club 3: DUB Edition (America weekly sales),PS2,2005.0,Racing,Take-Two Interactive,,,,,,,1535
Gold's Gym: Cardio Workout,Nintendo Wii,2008.0,Sports,Ubisoft,,,8.4,13.0,Ubisoft,E,1536
The Elder Scrolls Online,Xbox One,2015.0,Role-Playing,Bethesda Softworks,77.0,11.0,8.4,613.0,ZeniMax Media,M,1537
Champions of Norrath,PS2,2004.0,Role-Playing,Sony Online Entertainment,85.0,51.0,8.4,57.0,Snowblind Studios,T,1538
LEGO Batman: The Videogame,Sony PSP,,Action,Warner Bros. Interactive Entertainment,73.0,5.0,7.4,10.0,Traveller's Tales,E10+,1539
Yakuman,GB,1989.0,Misc,Nintendo,,,,,,,1540
Army Men 3D,PS,1999.0,Action,3DO,,,,,,,1541
Imagine: Wedding Designer,Nintendo DS,2008.0,Simulation,Ubisoft,,,,,"Lexis Numerique, Virtual Toys",E,1542
Twisted Metal 4,PS,1999.0,Racing,989 Studios,,,,,,,1543
Manhunt,PS2,2003.0,Action,Take-Two Interactive,76.0,47.0,8.3,136.0,Rockstar North,M,1544
Need for Speed Carbon,Nintendo Wii,2006.0,Racing,Electronic Arts,67.0,21.0,7.3,26.0,EA Canada,E10+,1545
Silent Hill 2,PS2,2001.0,Action,Konami Digital Entertainment,89.0,34.0,8.9,557.0,KCET,M,1546
Castlevania: Symphony of the Night,PS,1997.0,Platform,Konami Digital Entertainment,93.0,12.0,9.4,358.0,Konami,T,1547
Guitar Hero: Aerosmith,Nintendo Wii,2008.0,Misc,Activision,73.0,16.0,7.2,19.0,Vicarious Visions,T,1548
The LEGO Movie Videogame,Xbox360,2014.0,Action,Warner Bros. Interactive Entertainment,69.0,8.0,7.2,26.0,TT Games,E10+,1549
